"","Recall_comprehension","Recall_writing","Recall_check1","Recall_check2","study_order","ManiCheck_esteem_1","ManiCheck_esteem_2","ManiCheck_esteem_3","ManiCheck_mean","Exp1_check","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1_1","MASC_set1_2","MASC_set1_3","MASC_set1_4","MASC_set1_5","MASC_set1_6","MASC_set1_7","MASC_set1_8","MASC_set2_1","MASC_set2_2","MASC_set2_3","MASC_set2_4","MASC_set2_5","MASC_set2_6","MASC_set3_1","MASC_set3_2","MASC_set1_mean","MASC_set2_mean","MASC_set3_mean","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","Duration__in_seconds_","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"394",4,"One thing that I did that was worthwhile was taking the time to help deliver water and filters during the Flint water crisis. It was hard, and I had to go into some scary places, but I was helping people that were in the same situation as I was, and that felt good.","I felt relieved, like I was finally doing something to help alleviate a situation that brought so much harm to so many.",2,"Exp1First",6,4,6,5.33333333333333,1,2,3,2,3,3,3,4,1,3,6,5,NA,NA,NA,NA,6,4,3,6,5,4,4,6,2,2,4,3,5,3,4,5,4.625,3.33333333333333,4.5,2,2,36,2,"United States of America","United States of America",4,7,6,"3EJJQNKU9R66WGPD9A8O16J2FK9RH5","37M4O367VJJ1XNVXDX5W1QQJ20T5M4","","",391,"Worthy",3,6,5
"395",4,"I volunteeered at a farm that helps autistic children and adults learn how to grow their own vegetables and raise farm animals.  I did this once a week over the course of a summer and really enjoyed it because it made me feel like I was helping others learn things to become self sufficient in an environment that was friendly and welcoming to them.  I","I felt a strong sense of compassion and empathy being around the people I was helping that translated to me having a feeling that I did something positve for humanity.",2,"Exp2First",7,7,7,7,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,7,1,7,7,7,7,7,7,1,7,7,1,7,1,1,7,5.375,3.75,4,6,13,29,1,"United States of America","United States of America",2,7,7,"36AHBNMV1RDYH1WX19HSIHX1QFUYD4","356TQKY9XFY1Z27C7PAAUS3K91Z87Y","","",1348,"Worthy",9,1,1
"396",4,"I helped an elderly woman to carry out a heavy swing she purchased to her vehicle. She was so grateful for my help and it made me feel so strong to be able to help her in that way.","Pride",2,"Exp2First",7,6,7,6.66666666666667,1,1,3,2,3,8,2,1,1,7,3,2,NA,NA,NA,NA,6,4,6,7,2,6,6,7,6,4,2,4,6,4,6,7,5,3.91666666666667,6.5,9,14,39,2,"USA","USA",3,7,7,"3483FV8BEEK9V7OBY12J37M4UEE625","36KM3FWE3RDJHD29CLXV1DX2Q3N073","","",548,"Worthy",7,3,2
"397",4,"I recently tutored a teenager in school, mostly mathematics. It was volunteer work, but it felt good to give back some of the education and knowledge I received myself. And I think it helped him.","Satisfied. I felt I had passed on something important to someone else.",2,"Exp1First",3,4,3,3.33333333333333,1,1,3,3,3,7,1,1,1,6,1,1,NA,NA,NA,NA,5,3,3,5,3,4,2,6,4,4,3,2,3,4,3,5,4.1875,3.41666666666667,4,4,8,53,1,"USA","USA",4,7,6,"3IXQG4FA2TZQ13Q5F1Y6OAGAELYB9M","3J9UN9O9J3TC183BDUMS432BHYN0JA","","",1929,"Worthy",6,1,1
"398",4,"I decided to start a fellowship dinner at my church in order to encourage community and relationships within the membership. Doing this directly helped the people that I prepared the food for and indirectly helped the church by incorporating something that I felt that we were missing.","I felt excited and happy. I felt that way because I was embarking on something that would have a positive effect in many peoples lives.",2,"Exp1First",6,6,6,6,1,2,2,2,3,8,1,2,NA,NA,NA,NA,1,3,2,5,6,4,5,5,6,4,4,4,4,3,5,5,6,2,6,6,4.625,3.83333333333333,6,2,6,60,1,"USA","USA",3,7,5,"3BWI6RSP7GAKUNEWAV2CBMVPMSP7E8","3YCT0L9OMMA8L7E81UX47GPBLAANSN","","",862,"Worthy",3,2,5
"399",4,"I was able to buy 200 dollars worth of groceries for a struggling family.  I felt amazing and knew I had made a difference.","I was grateful to be able to help.",2,"Exp1First",1,1,1,1,1,1,1,1,3,9,1,1,1,7,1,1,NA,NA,NA,NA,5,1,1,5,1,1,1,1,5,4,6,3,6,5,6,5,3.25,4.16666666666667,5.5,9,2,41,2,"USA","USA",2,7,7,"3FTF2T8WLRJIP6OGASU2BOTVOMIW9P","3087LXLJ6MHWW6HFU4V7P5AJOR60F7","","",898,"Worthy",7,1,1
"400",4,"I think having my children is worthwhile.  It gives you a different level of acting unselfishly and you constantly want to help and love them.  I didn't have a good partner with my oldest and I had a whole new level of worthwhile, because I couldn't believe anyone wouldn't want to be around for their child and see them grow.","Happiness, love, care",2,"Exp1First",3,4,6,4.33333333333333,1,1,1,1,3,6,2,2,NA,NA,NA,NA,1,2,7,6,5,3,4,4,5,4,6,5,5,2,5,3,5,6,6,6,4.5,3.91666666666667,6,2,4,37,2,"USA","USA",2,7,5,"3AAPLD8UCCIJCV25DZDJ1LKK357HT9","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","",1522,"Worthy",2,7,6
"401",4,"The other day on my way to work,  I saw an old lady in traffic at a red light.  It appeared that her car had broken down,  so I did my good deed for the day and pushed the car out of the road.  She was super thankful.  I felt really good about helping her.","Happy, because I helped someone who really needed it.",2,"Exp2First",7,7,7,7,1,1,1,1,3,6,3,4,1,3,4,3,NA,NA,NA,NA,3,1,2,1,1,2,1,3,5,3,2,4,5,4,7,5,3.125,3.66666666666667,6,2,5,45,1,"USA","USA",2,7,7,"3KGTPGBS6XMUXIECUJ0MJD0KX0Y2U5","3H6W48L9F4Q1V97U1EKX8UXRR27PW0","","",1118,"Worthy",3,4,3
"402",4,"There was a homeless man outside of a convenience store asking for change so he could get himself something to eat. I ended up buying him a burrito and a drink to help him out. He picked a fish burrito for himself. I talked to him for a bit and he said he was struggling to find some work. I'm sorry I couldn't find any work for him but I was happy that I could give him something to eat. It was nice knowing I could look out for him, even if it were only for a few hours.","I had a feeling of contentment knowing I was doing something helpful.",2,"Exp1First",4,5,3,4,1,2,4,3,3,5,6,6,NA,NA,NA,NA,1,3,8,8,6,2,6,5,7,5,5,3,3,2,2,3,3,3,7,7,4.6875,3.08333333333333,7,2,4,39,1,"United States","United States",2,7,3,"3LKC68YZ3A4LWTSMCHDK8EOKJL6WO5","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","",660,"Worthy",3,8,8
"403",4,"Last weekend, I had my daughter-in-law and my other son's girlfriend over for a luncheon at my house. I also wanted to make pickles with them out of the huge amount that my garden is growing. Each one of them sliced two huge bowls worth of cucumber slices while I prepared the brine to go into the sterilized jars. They were getting along so well that I think they will become good friends. At the end of the four hours together, they each went home with some of the pickles that we made together and we had good bonding time.","I feel closer to each of the girls. It was a positive experience that will be long remembered.",2,"Exp2First",6,3,6,5,1,1,1,1,3,9,1,1,1,8,1,1,NA,NA,NA,NA,7,6,1,1,1,1,1,1,4,1,5,4,3,6,2,6,3.4375,3.66666666666667,4,3,12,54,2,"United States of America","United States of America",5,7,7,"30BUDKLTXDW57J0DM2NFD2HTVMW5ET","30UZJB2POHD0B1NN7F0H5RHD29C35M","","",1188,"Worthy",8,1,1
"404",4,"MY husband and i brought over 69000 $ worth of medical supplies to Romania after communism had been overthrown.","happy, satisfied because we helped people who needed it.",2,"Exp2First",6,6,6,6,1,1,1,3,3,7,1,1,NA,NA,NA,NA,1,4,1,1,2,1,1,4,1,1,1,1,4,4,4,4,4,5,5,5,3,3.83333333333333,5,0,6,69,2,"United States","usa",4,7,5,"3570Y55XZPK1TL6O3ZI0O20Y37HGY3","33EEIIWHK789GW84BHUQMX4NPPRVQN","","",752,"Worthy",4,1,1
"405",4,"I worked with mentally challenged adults in my late 20s.  One of the best things I did in my life was keeping up with them as the years went on until they died.  I would visit and send care packages.  I moved out of the city but I was only a few hours away.","When I think about this, I am proud for they brought out the best in me.",2,"Exp1First",7,6,7,6.66666666666667,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,6,6,6,6,6,6,6,6,4,5,3,5,3,4,4,7,5.25,3.75,5.5,1,11,65,2,"USA","USA",6,7,7,"3GA6AFUKOOPEDE4BYK7SJ8GM96YH3W","3VADEH0UHCY8OSQLH9AWB5U6LPBPSL","","",1435,"Worthy",9,1,1
"406",4,"A thing that I have done recently as described is when I went to a local Pro sports team event with some friends. During this time it was a group of 4 of us and we went to the event together to have a good time.","The emotion that I felt was Companionship and fun. The reason for this is that we were all able to do something that we enjoyed together and share the experience at the same time.",2,"Exp2First",6,5,6,5.66666666666667,1,3,1,5,3,8,4,1,1,3,7,6,NA,NA,NA,NA,6,2,7,3,4,6,5,7,6,2,7,3,5,4,7,6,4.75,4,6.5,4,1,31,1,"USA","USA",2,7,7,"3WMOAN2SRBYQZJS5LS8B7N51M21VNH","3PGQRAZX02L2X6IM8W6FOWNIPUESYI","","",1295,"Worthy",3,7,6
"407",4,"I took online chess lessons with an International chess master.  Not only was it great for my confidence, helped me improve my game significantly, but also I made a great friend in the process.","Grateful and pleased.",2,"Exp2First",6,4,7,5.66666666666667,1,4,7,5,3,9,1,1,1,7,1,2,NA,NA,NA,NA,4,5,1,2,5,3,2,2,5,5,6,6,3,4,6,4,3.75,4.16666666666667,5,2,9,51,1,"United States","United States",4,7,7,"3QHK8ZVMIMJL25RE4Y1WTJ75EFNBLR","3BFNCI9LYKRFY516V8FE3BV9TF7371","","",635,"Worthy",7,1,2
"408",4,"I found a puppy once, about 10 years ago, well more like an adolescents dog.  He was covered with flees and ticks, and kind of mangy, obviously abused, also he wasn't the cute, but he was smart and though he was frightened he wasnt mean.    I took him home, and gave him a better life. He is no longer afraid of his own shadow, and he is very healthy.  He still isnt that cute though.  Now here it is 10 years later and he is laying next to me as I typee this out.","Fantastic",2,"Exp1First",6,6,6,6,1,1,3,3,3,3,8,6,1,4,5,5,NA,NA,NA,NA,6,3,5,4,5,4,4,7,5,7,6,4,5,6,7,6,4.625,4.5,6.5,2,1,36,1,"usa","usa",2,7,7,"3AMYWKA6YBNN2EDGLZ0GAKP7VJHO60","3AQN9REUTFHWVHZ4B6BQTX1IOR4YDU","","",602,"Worthy",4,5,5
"409",4,"I remember a few years ago, I was at the thrift store looking for clothing for myself and a homeless man came into the store. It was winter, and he said he needed some more clothes, because of the cold. He asked if I could help him, and I did and I got him some food too. He said he prayed that he would find a Christian to help him, and he walked right up to me and asked me. He was so happy when I said I was a Christian. It was one of the most whorthwhile things I ever did.","happy - I am glad I could help someone in need and be a witness for my faith.",2,"Exp2First",6,5,6,5.66666666666667,1,3,1,1,3,7,1,1,1,5,3,2,NA,NA,NA,NA,6,3,3,5,6,4,2,2,6,2,4,1,3,1,7,7,4.1875,3.16666666666667,7,14,11,33,1,"United States","United States",3,7,5,"3G5W44VEU7J69GH7ZKH9FULN5SAKGE","3L55D8AUFAYMQPTQBAGF9RJ03RSYCU","","",1287,"Worthy",5,3,2
"410",4,"I gave a talk to a coin club about coins that I collect and have a great deal of knowledge about.","pleased",2,"Exp1First",6,6,7,6.33333333333333,1,3,2,2,3,8,1,1,1,5,5,5,NA,NA,NA,NA,7,7,6,6,6,7,5,7,5,6,3,6,2,6,6,7,5.4375,4.08333333333333,6.5,0,3,55,1,"USA","USA",4,7,4,"3SNVL38CI4TTS412XYLQP30870MKC8","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","",512,"Worthy",5,5,5
"411",4,"The thing that comes to mind right away is a day when a older couple came into my work and were having car issues. They had a flat tire and were trying to use the phone to call someone to come tow the car. But i was able to go out and change there flat tire to there spare for them so that they could drive home.","I was happy and felt fulfilled. It made me feel that was because it was nice to be able to use something i had learned how to do to solve a problem for them and save them some headache",2,"Exp1First",5,5,5,5,1,7,7,7,3,6,4,4,NA,NA,NA,NA,1,3,4,5,5,3,3,5,3,3,5,3,3,5,6,6,5,3,6,5,4.125,4.08333333333333,5.5,1,5,36,1,"United States","United States",2,7,3,"3X1FV8S5JXSKPRBJYOVGH3W4LQLGV0","3SD15I2WD2VWU5N1CYAMXXVDY4N362","","",1012,"Worthy",3,4,5
"412",4,"I felt really happy when I decided to take on a coworkers partners when they went on vacation.  This made me happy because I knew I was doing something that would allow them to relax and enjoy their vacation.  Even though it was more work for me, I was happy that they would be able to be happy.","Happy because my coworker could relax.",2,"Exp2First",5,5,5,5,1,5,3,4,3,7,3,3,NA,NA,NA,NA,1,3,5,5,3,3,4,5,4,5,5,3,3,2,6,4,6,3,4,5,4.25,3.75,4.5,1,2,32,1,"usa","usa",4,7,5,"3KIBXJ1WD5VU1TY5N3UHK3UPWE5OK9","3U74KRR67MM907RNQU2UHLLXNTONTC","","",770,"Worthy",3,5,5
"413",4,"I felt worthy when I was able to defend a mentally challenged person from being bullied by a classmate. I felt good that I was able to stick up for the little guy and show him that they are people around him that care about his feelings.","Fulfilled",2,"Exp1First",6,6,6,6,1,1,3,3,3,8,1,1,NA,NA,NA,NA,1,4,2,2,1,1,1,1,1,1,1,1,5,4,6,6,6,2,5,6,2.75,4.16666666666667,5.5,3,10,28,1,"USA","USA",4,7,3,"32SCWG5HIH55NEPH0ZDVZKUX5OK6P6","3L55D8AUFAYMQPTQBAGF9RJ03RSYCU","","",458,"Worthy",4,2,2
"414",4,"The worthy conduct that I am thinking of is when I was selected to teach English in France. I was able to help French students learn the English language. I developed a lot of close friendships during this time.","Nostalgia and happiness",2,"Exp2First",7,6,6,6.33333333333333,1,1,2,2,3,9,1,1,NA,NA,NA,NA,1,5,4,3,4,3,5,6,2,6,5,7,7,6,3,5,6,3,2,4,4.625,4.25,3,2,2,59,1,"USA","USA",5,7,6,"3D3VGR7TA0GR28IEUPJMXCISWF53RO","37Y5RYYI0P6DX1SC30KD5IG9NOKSXC","","",1933,"Worthy",5,4,3
"415",4,"I was at walmart one time and was in line behind a woman with a child. We were at the self checkout and when she was done paying for her items, a 50 dollar bill came out as her change. She did not seem to notice it and began walking away rapidly. I grabbed the 50 dollars and ran after her, into the parking lot, and gave her the money. She seemed so touched she almost cried.","proud. I felt like I did something really nice for the woman.",2,"Exp2First",6,6,6,6,1,2,2,2,3,2,9,9,NA,NA,NA,NA,1,1,9,9,6,2,6,4,2,5,7,7,6,6,6,4,6,2,1,1,4.6875,4.25,1,9,9,26,1,"USA","USA",2,7,5,"3QAVNHZ3EM5GJVMMYK10Y8NZWX9LAD","3087LXLJ6MHWW6HFU4V7P5AJOR60F7","","",531,"Worthy",1,9,9
"416",4,"A time when I did someting worthwhile was when I helped a family member through a tough time. I felt like it was my duty and obligation and I felt very good about doing it and being a loving person.","I felt very good about myself and felt closer to the person.",2,"Exp1First",7,7,7,7,1,9,9,9,3,9,1,1,1,9,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,7,4,7,7,7,4,1,7,2.75,4.75,4,1,18,34,1,"USA","USA",4,7,7,"3EA3QWIZ4IWJ8QDPJHV41XLZ3I0TIS","3H6W48L9F4Q1V97U1EKX8UXRR27PW0","","",957,"Worthy",9,1,1
"417",4,"I sawed overgrown branches from my tree. I prevented branches from intruding into my neighbor's space. I felt accomplished because it was a physical task with visible results.","I feel relieved and satisfied.",2,"Exp1First",6,6,6,6,1,2,2,2,3,4,3,1,NA,NA,NA,NA,1,1,8,2,4,4,2,4,5,2,2,6,6,2,6,5,6,2,4,4,4.0625,4,4,5,10,31,1,"USA","USA",4,7,2,"3H8DHMCCW9C3XW7GXUG199IQS01DK4","37S0QRNUFBH5ZGCVHU2G8SZFKL588L","","",1289,"Worthy",1,8,2
"418",4,"There is something we do through my church that I  participate in. It is helping the elderly. this could be mowing for them, cleaning their homes, cooking for them, or just going over and hanging out with them. I brought a meal over to an elderly gentleman and hung out with him for a bit.  It was such a rewarding experience for me. I ended up getting to hear stories of things that were in my history books such as previous wars. I know I was doing it to help him butt honestly he helped me and I gained knowledge and understanding. It was great.","recharged and wiser. I feel this visit made me feel recharged to live my life to the greatest extent.",2,"Exp2First",5,2,5,4,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,7,1,1,4,4,3,3,3,2,2,4,5,7,7,6,6,4,4,5,3.8125,4.66666666666667,4.5,4,7,46,2,"Unite States","United States",3,7,7,"31HQ4X3T3SBKJR8GFKNRJ8H5I3JLSC","3FVBZG9CLJFGA28LPUJ7SQMW46J0H5","","",824,"Worthy",7,1,1
"419",4,"I cooked two weeks worth of food for a family that moved to town that had some health issues that caused the mom to not be able to work while the dad was making basically minimum wage and trying to make payments on the new house they just bought here.","happy, fulfilled. I felt this way because it made me feel good to do something for them that made a lasting impact.",2,"Exp2First",7,2,7,5.33333333333333,1,1,1,3,3,9,1,1,NA,NA,NA,NA,1,8,1,1,4,1,2,2,3,1,2,6,2,3,4,4,6,2,6,6,3.5625,3.5,6,4,10,39,2,"USA","USA",4,7,3,"38JBBYETQOBNB0WD8X458ABFVQG4E2","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","",894,"Worthy",8,1,1
"420",4,"When I was in college, I was instrumental for connecting the culinary campus, and the business campus for spreading the word for our first ever relay for life. It was so rewarding seeing the turn out that I had made through word of mouth and advertising campaigns. We were able to donate over 27,000.00 to relay for life. Considering this was our first event, I felt it was a success, and very rewarding to have made a difference.","It felt heart warming and rewarding that I had an impact of contributing to a greater cause bigger than myself.",2,"Exp1First",7,3,6,5.33333333333333,1,1,1,4,3,8,3,3,1,5,7,6,NA,NA,NA,NA,4,3,2,6,5,5,5,7,6,3,7,5,7,1,7,6,4.5625,4.16666666666667,6.5,5,3,36,1,"USA","USA",4,7,5,"3DBQWDE4Y6Z91PDQF1QY3PB29ECN5F","3KG2UQJ0MJPW8RZV9Q8ZCGAA3MPNQY","","",805,"Worthy",5,7,6
"421",4,"The worthy conduct I am thinking of is paying for another persons electric bill when they could not make ends meet.","Happy",2,"Exp2First",5,4,5,4.66666666666667,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,9,1,1,1,1,4,5,1,1,4,1,7,7,1,7,1,7,7,3.375,3.75,7,0,9,31,2,"USA","USA",2,7,4,"3IXQG4FA2TZQ13Q5F1Y6OAGAELI9B4","386T3MLZLNWNHR7SMQP1FDTX1NT80Y","","",509,"Worthy",1,9,1
"422",4,"On my last vacation trip I got to spend time with friends that I rarely see. We all live in different parts of the country so we aren't often together, but we got to hang out for a day.","I feel very happy because I got to see my friends.",2,"Exp1First",6,5,5,5.33333333333333,1,1,3,2,3,7,4,4,1,5,4,5,NA,NA,NA,NA,5,2,5,3,5,4,3,4,5,3,5,5,4,4,5,6,4.1875,3.91666666666667,5.5,0,4,36,1,"United States","United States",4,7,5,"3AAJC4I4FGTBPD6U7R5MZM1G1TGZJV","31D0ZWOD0A010F07JO9FB4ZSRBT0AU","","",798,"Worthy",5,4,5
"423",4,"A worthy experience I have is from a couple of weeks ago when I participated in an event where volunteers planted trees and other plants. I really care about the environment and this opportunity was a great way to repay the environment for all the damage we have caused it.","I felt very good about being able to donate my time. I felt that I was doing something important that helps not only the environment but society too.",2,"Exp1First",7,6,7,6.66666666666667,1,2,1,2,3,9,2,2,1,9,1,1,NA,NA,NA,NA,4,2,4,2,5,2,3,2,4,4,5,4,7,2,7,5,3.75,3.91666666666667,6,1,7,24,1,"United States","United States",2,7,4,"3ZSY5X72NXCGOXB0DN3ELFG3R67ORA","3PGQRAZX02L2X6IM8W6FOWNIPUESYI","","",1502,"Worthy",9,1,1
"424",4,"I got my ex-wife a T-shirt for her birthday this past year, and it made me feel good that she liked it.","I was happy to do it, doing something nice made me feel good.",2,"Exp1First",5,6,5,5.33333333333333,1,5,6,4,3,5,4,4,1,4,5,5,NA,NA,NA,NA,3,3,2,4,4,4,5,4,4,2,4,3,4,3,6,5,4.0625,3.41666666666667,5.5,0,2,45,1,"United States","United States",3,7,5,"3TPWUS5F892KN4VJMC4TDEU3U75WCQ","356TQKY9XFY1Z27C7PAAUS3K91Z87Y","","",520,"Worthy",4,5,5
"425",4,"I lived and traveled in Europe when I was a young man.  This went against all the fears and inhibitions that were conditioned into me since childhood.  Although I made some friends when I was there, I decided to not rely on them as much for company, or adventure.  Instead, I took more risks and ventured out on my own.","I will always cherish this time in my life.  It was the first time that I was free, and it was literally a childhood dream come true.",2,"Exp2First",6,6,6,6,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,1,5,4,2,6,4,4,4,2,4,5,4,1,4,1,6,4,7,4.125,3.5,5.5,3,3,56,1,"USA","USA",4,7,4,"37W3JXSD669XQ7WOI4MIA5MMXVOWYZ","3E9VAUV7BWFYXAWSRWKO3WTC3O7YAS","","",1146,"Worthy",5,1,5
"426",4,"My son's school was looking for host families for exchange students for one month. I thought that we could help one of these students and this would help my son with his language-learning and it would help the school. We hosted this student for one month and then we did this again when my other sons were in the same class with the possibility of hosting an exchange student.","happy, fulfilled. I feel happy and fulfilled since my hosting the exchange student was enjoyable and good for my family and for the student.",2,"Exp2First",7,7,7,7,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,2,2,1,2,2,1,2,1,4,2,4,4,4,4,2,6,3.0625,3.58333333333333,4,1,18,59,1,"USA","USA",4,7,6,"3JRJSWSMQHM2T4D98JZMY5J9HQS3EO","3EGKVCRQFWT3GK1KXAKKY7DIL6SYBN","","",662,"Worthy",9,1,1
"427",4,"A couple of months ago, a man drove into our driveway and got out of his vehicle. As I was in the garage working, he came over to me and started talking. I could tell something was wrong and he was visibly upset. After asking a couple of questions, i found he didn't know where he was, didn't remember his name and didn't know how he got here. I got him to sit down and got a drink of water for him and just calmly talked to him. He began to quiet down and eventually remembered his name, but little else. I did not know him , but I felt that I needed to help him, so we talked for a half hour and I eventually persuaded him to let me call for help. The police arrived and took him to a hospital where he could get help. I didn't know if he was dangerous, but I felt he stopped in for a reason and I was there to help him for some reason. I may never find out the answers to that, but I did what  I needed to do.
","The man needed help and I was able to assist him when he needed it. It made me feel pleased to know he was taken care of by those who could help him best",2,"Exp2First",6,6,6,6,1,3,2,2,3,8,1,1,1,7,2,2,NA,NA,NA,NA,5,3,4,3,4,5,5,6,4,2,5,5,2,3,7,6,4.4375,3.5,6.5,0,12,69,1,"United States","United States",2,7,7,"3TEM0PF1Q5Y1K60CT16JQP3HE2C0D2","37Y5RYYI0P6DX1SC30KD5IG9NOKSXC","","",698,"Worthy",7,2,2
"428",4,"I test children to see if they are eligible for special education. I met one student who I thought was very smart and would not qualify. I began testing him and immediately knew something wasn’t right. I visited with his parents because I didn’t get a valid or reliable score on him. They took him to the eye doctor and he could hardly see. I re tested him a few months later with glasses and he was much better.","I was proud that I had helped him and happy that he got what he needed.",2,"Exp2First",6,3,6,5,1,5,2,2,3,9,1,1,1,6,2,4,NA,NA,NA,NA,7,7,3,4,5,4,6,5,5,6,5,4,4,6,6,7,4.8125,4.25,6.5,3,12,38,2,"US","US",4,7,7,"3KV0LJBBH2MSOUQO07O1TBRYW64RMA","3M47JKRKCX2IV2T7OF5IOE3OEQF86Z","","",562,"Worthy",6,2,4
"429",4,"For several years, my wife and I supported a young girl in Africa through a friend's charity. Every month we would send her money for food and clothing.","We felt grateful that we were able to do this. We also felt to some degree that it would never be enough. It felt worthwhile but that more was needed to be done.",2,"Exp1First",5,5,5,5,1,3,2,2,3,7,2,2,NA,NA,NA,NA,1,2,5,5,5,4,4,5,6,5,5,3,4,4,4,4,4,4,6,6,4.5625,3.75,6,5,7,51,1,"USA","USA",5,7,5,"3R2UR8A0IAH0LTXCMM96AX2RSN4OXI","31GN6YMHLPTY81NMTVOR3Z22EMESWJ","","",678,"Worthy",2,5,5
"430",4,"when i was in college, i adopted an older lady in the town who lived alone and whose kids were far away. i went to her house at least once a week and helped her with cleaning and food preparation. she also adopted me and fed me as my family was far  from where i was going to school.","i feel good memories. she died in 1987 but i still remember her birthday",2,"Exp1First",5,3,5,4.33333333333333,1,3,2,3,3,6,1,1,NA,NA,NA,NA,1,5,1,2,3,3,2,3,4,2,4,3,3,6,4,5,4,4,5,4,3.75,3.91666666666667,4.5,1,8,57,1,"usa","usa",4,7,6,"3I2PTA7R3TVXM5BL2GML98PPBF7KQX","3M47JKRKCX2IV2T7OF5IOE3OEQF86Z","","",644,"Worthy",5,1,2
"431",4,"I have found that making time to read has had a positive effect on me and my daily wellbeing. I have always loved to read; however, as I’ve aged and demands/responsibilities have increased, I don’t have free time quite like I used to. By scheduling time for reading, I’ve found a way to keep my mind sharp and enjoy a favorite pastime. You find the time for the things you love.","I feel proud and happy. I’ve found success and enjoy having the time to mentally escape the challenges of daily life.",2,"Exp1First",4,3,5,4,1,3,3,3,3,7,1,1,1,7,1,1,NA,NA,NA,NA,3,3,3,4,4,4,3,4,4,5,3,3,5,3,4,1,4,3.66666666666667,2.5,0,0,34,2,"United States","United States",4,7,5,"3PQMUDRV7R7TZCXEP5W0NQJQS11IIH","3FVBZG9CLJFGA28LPUJ7SQMW46J0H5","","",710,"Worthy",7,1,1
"432",4,"When I first moved to Palm beach county in florida, i was lost.  i still am.  so i donated my time to help out at the palm beach county food donation center.  we put stuff in boxes and had to check the dates, etc.  i felt good about it","proud, humble",2,"Exp2First",4,3,7,4.66666666666667,1,4,4,4,3,9,1,1,NA,NA,NA,NA,1,5,5,1,7,7,7,7,7,7,7,7,2,4,4,2,4,2,7,7,5.75,3.25,7,4,5,60,2,"United States","United States",3,7,6,"3AWETUDC92TFU2MOP9KMNLMGOE4IZF","3VZYA8PITOZ4U9OQOSIY3TJ6ZXS05O","","",585,"Worthy",5,5,1
"433",4,"After retiring I sought out volunteer work. I tried tutoring elementary school children in reading. I then volunteered to deliver meals for the Meals On Wheels program. Not only do I help feed the needy, our visits assure that at least once a day someone checks up on these folks, just to make sure they can answer the door.","fulfilled",2,"Exp2First",6,5,6,5.66666666666667,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,4,2,4,3,4,4,3,4,5,1,6,6,4,2,1,1,4,3.75,1,0,14,72,1,"United States","united states",3,7,7,"3R9WASFE2ZHVKBKYO1E1KO9O8MCFZL","3VZYA8PITOZ4U9OQOSIY3TJ6ZXS05O","","",722,"Worthy",9,1,1
"434",4,"I spent an afternoon helping out at a soup kitchen.  It was very rewarding since I could see the appreciation from the people that were being directly helped.","Satisfied.  I felt like I did something decent.",2,"Exp1First",5,5,5,5,1,2,1,1,3,8,1,1,NA,NA,NA,NA,1,3,3,2,5,3,3,5,6,4,3,3,5,1,6,5,2,5,3,5,4.25,3.75,4,1,8,39,1,"USA","USA",4,7,3,"3Y4W8Q93LZLHD71SWYU8BIT78YRDV9","3P520RYKCH7KAV06MZWIS07DFMW5UW","","",503,"Worthy",3,3,2
"435",4,"The way I most connect with my true self is by going on vacation.  My favorite spot is Las Vegas and I recently visited with my boyfriend.  It's a great way for us to spend time together in our favorite place.  We love the sights, smells, and the sounds.  Anytime I think about going there, my mood immediately shifts.","Nothing makes me happier than traveling to Vegas.  I get so excited and elated when I'm going there.",2,"Exp2First",5,2,5,4,1,2,2,2,3,4,7,6,1,8,2,2,NA,NA,NA,NA,4,2,4,5,3,6,5,7,4,6,6,4,3,2,6,6,4.5,3.83333333333333,6,5,7,37,2,"USA","USA",3,7,7,"37UEWGM5HT9VS54Z7L539J3VYVB1RE","3H6W48L9F4Q1V97U1EKX8UXRR27PW0","","",500,"Worthy",8,2,2
